session_id,station_id,city,charger_type,operator,start_time,end_time,duration_hrs,energy_kwh,vehicle_type,day_of_week,hour,is_weekend,wait_time_mins,revenue_inr,user_segment
SES005286,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-05 13:33:00,2025-02-05 14:33:00,1.0,6.42,BMW iX,Wednesday,13,False,3.7,79.48,Daily Commuter
SES005287,STA030,Mumbai,DC CCS2 (150 kW),NTPC Vidyut,2025-03-13 12:40:00,2025-03-13 12:56:12,0.27,33.91,Kia EV6,Thursday,12,False,13.6,743.99,Intercity Traveller
SES005288,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-03-07 10:04:00,2025-03-07 10:17:12,0.22,32.34,Ather 450X,Friday,10,False,8.0,785.54,Daily Commuter
SES005289,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-14 02:03:00,2025-01-14 03:59:24,1.94,12.19,BYD Atto 3,Tuesday,2,False,12.7,151.28,Fleet Driver
SES005290,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-01 19:28:00,2025-01-01 22:17:12,2.82,16.58,Ather 450X,Wednesday,19,False,23.0,204.76,Fleet Driver
SES005291,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-02-10 16:19:00,2025-02-10 17:07:00,0.8,17.49,Ather 450X,Monday,16,False,10.0,229.64,Fleet Driver
SES005292,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-01-05 13:06:00,2025-01-05 13:20:24,0.24,27.24,MG ZS EV,Sunday,13,True,12.7,660.57,Daily Commuter
SES005293,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-03-15 17:27:00,2025-03-15 18:56:24,1.49,26.87,Tata Nexon EV,Saturday,17,True,10.9,378.33,Daily Commuter
SES005294,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-04 09:05:00,2025-01-04 09:26:36,0.36,15.67,Ola S1 Pro,Saturday,9,True,14.5,316.06,Daily Commuter
SES005295,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-15 12:37:00,2025-02-15 14:16:36,1.66,11.07,Ola S1 Pro,Saturday,12,True,19.6,142.25,Daily Commuter
SES005296,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-01-30 18:33:00,2025-01-30 19:06:00,0.55,25.39,BMW iX,Thursday,18,False,17.5,490.53,Fleet Driver
SES005297,STA047,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-31 21:23:00,2025-04-01 00:09:12,2.77,16.13,Ather 450X,Monday,21,False,14.2,208.4,Intercity Traveller
SES005298,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-14 14:43:00,2025-01-14 15:46:36,1.06,6.89,Ather 450X,Tuesday,14,False,9.8,86.19,Fleet Driver
SES005299,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-02-16 10:00:00,2025-02-16 10:27:36,0.46,19.68,Tata Nexon EV,Sunday,10,True,6.4,334.76,Daily Commuter
SES005300,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-30 19:37:00,2025-03-30 21:05:12,1.47,9.59,Mahindra XUV400,Sunday,19,True,20.5,120.83,Weekend User
SES005301,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-01-28 19:45:00,2025-01-28 20:13:48,0.48,61.04,BMW iX,Tuesday,19,False,19.2,1480.22,Intercity Traveller
SES005302,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-02-28 10:29:00,2025-02-28 11:08:00,0.65,11.55,BMW iX,Friday,10,False,7.8,167.82,Weekend User
SES005303,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-24 18:09:00,2025-02-24 18:44:24,0.59,22.62,BYD Atto 3,Monday,18,False,29.5,456.25,Fleet Driver
SES005304,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-20 21:12:00,2025-01-20 22:54:00,1.7,9.5,Kia EV6,Monday,21,False,12.3,119.89,Fleet Driver
SES005305,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-09 12:21:00,2025-03-09 12:51:00,0.5,63.13,Ather 450X,Sunday,12,True,12.6,1402.75,Fleet Driver
SES005306,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-01-20 21:42:00,2025-01-20 22:13:48,0.53,22.45,Kia EV6,Monday,21,False,21.5,417.79,Intercity Traveller
SES005307,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-12 10:05:00,2025-01-12 10:33:12,0.47,17.75,Ather 450X,Sunday,10,True,15.1,311.69,Daily Commuter
SES005308,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-26 19:57:00,2025-01-26 22:15:00,2.3,13.38,BMW iX,Sunday,19,True,18.5,154.94,Daily Commuter
SES005309,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-05 13:23:00,2025-01-05 14:28:24,1.09,23.33,MG ZS EV,Sunday,13,True,9.0,377.71,Intercity Traveller
SES005310,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-01-30 20:29:00,2025-01-30 21:51:12,1.37,24.88,MG ZS EV,Thursday,20,False,21.3,359.76,Weekend User
SES005311,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-16 12:21:00,2025-01-16 14:07:12,1.77,11.55,BMW iX,Thursday,12,False,16.6,144.49,Intercity Traveller
SES005312,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-01-25 21:23:00,2025-01-25 21:54:48,0.53,23.88,Mahindra XUV400,Saturday,21,True,7.3,442.02,Daily Commuter
SES005313,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-01-27 20:34:00,2025-01-27 22:23:48,1.83,13.32,BYD Atto 3,Monday,20,False,15.0,147.19,Daily Commuter
SES005314,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-02-07 18:40:00,2025-02-07 21:29:12,2.82,16.05,Tata Tigor EV,Friday,18,False,13.4,200.95,Intercity Traveller
SES005315,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-30 17:15:00,2025-01-30 19:22:12,2.12,14.44,Hyundai Kona Electric,Thursday,17,False,22.7,199.56,Intercity Traveller
SES005316,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-13 19:25:00,2025-01-13 20:33:24,1.14,8.13,BMW iX,Monday,19,False,20.3,100.65,Weekend User
SES005317,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-02-16 11:38:00,2025-02-16 12:42:12,1.07,6.73,Tata Nexon EV,Sunday,11,True,12.4,78.34,Daily Commuter
SES005318,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-03-21 21:24:00,2025-03-21 22:00:36,0.61,30.05,Tata Nexon EV,Friday,21,False,12.1,527.68,Daily Commuter
SES005319,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-01-11 19:50:00,2025-01-11 21:04:24,1.24,24.15,Tata Nexon EV,Saturday,19,True,19.8,340.03,Daily Commuter
SES005320,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-11 13:26:00,2025-02-11 15:26:35,2.01,13.37,BMW iX,Tuesday,13,False,16.8,189.05,Intercity Traveller
SES005321,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-13 10:16:00,2025-03-13 10:35:12,0.32,46.06,BMW iX,Thursday,10,False,12.1,1023.45,Fleet Driver
SES005322,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-01-11 08:05:00,2025-01-11 09:18:12,1.22,26.2,Tata Nexon EV,Saturday,8,True,10.4,362.87,Daily Commuter
SES005323,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-13 15:41:00,2025-03-13 18:25:24,2.74,17.79,Kia EV6,Thursday,15,False,4.0,206.01,Weekend User
SES005324,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-27 22:53:00,2025-03-28 00:41:00,1.8,13.01,Tata Nexon EV,Thursday,22,False,19.2,165.62,Fleet Driver
SES005325,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-29 22:58:00,2025-03-30 01:48:24,2.84,20.47,Kia EV6,Saturday,22,True,10.3,251.17,Weekend User
SES005326,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-03 08:43:00,2025-03-03 10:38:12,1.92,13.42,MG ZS EV,Monday,8,False,19.4,166.54,Daily Commuter
SES005327,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-03-27 10:07:00,2025-03-27 12:07:35,2.01,14.85,BYD Atto 3,Thursday,10,False,19.9,183.4,Weekend User
SES005328,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-02-01 16:26:00,2025-02-01 17:43:24,1.29,24.79,Tata Tigor EV,Saturday,16,True,9.2,343.34,Weekend User
SES005329,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-02-23 06:08:00,2025-02-23 06:35:36,0.46,61.17,MG ZS EV,Sunday,6,True,0.0,1483.37,Fleet Driver
SES005330,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-03-09 15:56:00,2025-03-09 16:15:12,0.32,44.81,Mahindra XUV400,Sunday,15,True,9.0,1094.26,Daily Commuter
SES005331,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-01-11 14:25:00,2025-01-11 15:50:12,1.42,25.4,MG ZS EV,Saturday,14,True,6.1,357.63,Intercity Traveller
SES005332,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-01-09 18:40:00,2025-01-09 19:04:36,0.41,60.89,Ather 450X,Thursday,18,False,15.9,1352.98,Fleet Driver
SES005333,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-20 09:16:00,2025-01-20 11:27:24,2.19,14.65,Mahindra XUV400,Monday,9,False,9.7,169.65,Fleet Driver
SES005334,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-02-24 15:20:00,2025-02-24 17:43:24,2.39,15.93,BMW iX,Monday,15,False,10.6,205.34,Intercity Traveller
SES005335,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-02-22 20:27:00,2025-02-22 21:03:36,0.61,29.73,Ather 450X,Saturday,20,True,22.3,599.65,Daily Commuter
SES005336,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-15 17:45:00,2025-03-15 20:35:24,2.84,20.96,Ather 450X,Saturday,17,True,16.4,266.82,Fleet Driver
SES005337,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-02-13 08:57:00,2025-02-13 10:01:48,1.08,18.47,Mahindra XUV400,Thursday,8,False,24.3,292.01,Fleet Driver
SES005338,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-01-14 09:56:00,2025-01-14 10:27:48,0.53,8.91,BYD Atto 3,Tuesday,9,False,13.0,116.99,Intercity Traveller
SES005339,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-03-19 20:36:00,2025-03-19 20:57:36,0.36,16.79,Hyundai Kona Electric,Wednesday,20,False,7.4,333.11,Weekend User
SES005340,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-10 09:39:00,2025-02-10 10:38:24,0.99,6.84,Ola S1 Pro,Monday,9,False,14.1,87.89,Daily Commuter
SES005341,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-29 14:48:00,2025-03-29 15:06:00,0.3,36.73,Mahindra XUV400,Saturday,14,True,14.8,793.37,Fleet Driver
SES005342,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-03-11 13:07:00,2025-03-11 13:35:48,0.48,21.85,MG ZS EV,Tuesday,13,False,22.9,371.67,Daily Commuter
SES005343,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-29 09:27:00,2025-01-29 09:53:24,0.44,20.87,BMW iX,Wednesday,9,False,11.1,420.95,Fleet Driver
SES005344,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-04 11:31:00,2025-01-04 14:01:36,2.51,17.22,Tata Tigor EV,Saturday,11,True,9.7,212.67,Daily Commuter
SES005345,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-14 17:42:00,2025-02-14 18:51:36,1.16,6.69,Tata Nexon EV,Friday,17,False,15.3,84.43,Fleet Driver
SES005346,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-19 18:10:00,2025-02-19 19:39:24,1.49,10.08,Kia EV6,Wednesday,18,False,20.8,116.73,Intercity Traveller
SES005347,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-20 06:59:00,2025-03-20 08:00:48,1.03,6.68,MG ZS EV,Thursday,6,False,3.7,94.46,Fleet Driver
SES005348,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-01-03 19:17:00,2025-01-03 19:30:12,0.22,28.67,Ather 450X,Friday,19,False,18.9,619.27,Intercity Traveller
SES005349,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-01-15 13:56:00,2025-01-15 14:15:48,0.33,42.62,Mahindra XUV400,Wednesday,13,False,12.3,972.59,Daily Commuter
SES005350,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-01-03 09:12:00,2025-01-03 09:51:00,0.65,27.37,Ola S1 Pro,Friday,9,False,11.8,543.02,Daily Commuter
SES005351,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-01 09:20:00,2025-01-01 11:41:36,2.36,14.71,BMW iX,Wednesday,9,False,22.1,208.0,Intercity Traveller
SES005352,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-04 14:14:00,2025-03-04 17:07:24,2.89,16.62,BMW iX,Tuesday,14,False,1.2,203.93,Daily Commuter
SES005353,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-15 22:54:00,2025-02-15 23:43:12,0.82,5.47,Tata Tigor EV,Saturday,22,True,0.0,69.63,Daily Commuter
SES005354,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-24 20:16:00,2025-03-24 22:28:00,2.2,14.47,Ola S1 Pro,Monday,20,False,11.8,177.55,Fleet Driver
SES005355,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-01-10 06:43:00,2025-01-10 07:50:47,1.13,24.08,Mahindra XUV400,Friday,6,False,3.9,349.88,Weekend User
SES005356,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-02-28 00:45:00,2025-02-28 01:42:36,0.96,19.22,Hyundai Kona Electric,Friday,0,False,11.4,303.87,Weekend User
SES005357,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-02-20 22:29:00,2025-02-20 23:26:36,0.96,18.26,MG ZS EV,Thursday,22,False,17.6,252.9,Daily Commuter
SES005358,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-02-16 22:18:00,2025-02-16 22:34:48,0.28,36.99,Hyundai Kona Electric,Sunday,22,True,10.8,844.11,Daily Commuter
SES005359,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-04 19:34:00,2025-01-04 21:05:48,1.53,8.79,Mahindra XUV400,Saturday,19,True,21.0,117.79,Weekend User
SES005360,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-01-05 18:32:00,2025-01-05 20:03:48,1.53,11.31,BMW iX,Sunday,18,True,16.0,124.98,Weekend User
SES005361,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-22 10:40:00,2025-03-22 12:05:48,1.43,8.57,Kia EV6,Saturday,10,True,17.0,105.84,Intercity Traveller
SES005362,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-01-22 20:02:00,2025-01-22 20:26:36,0.41,19.01,Kia EV6,Wednesday,20,False,20.2,331.53,Intercity Traveller
SES005363,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-01-11 09:28:00,2025-01-11 10:01:36,0.56,12.07,Mahindra XUV400,Saturday,9,True,0.0,175.38,Weekend User
SES005364,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-07 16:09:00,2025-02-07 19:05:24,2.94,21.7,BYD Atto 3,Friday,16,False,8.4,273.42,Daily Commuter
SES005365,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-09 17:54:00,2025-01-09 20:06:36,2.21,12.79,Ola S1 Pro,Thursday,17,False,29.4,160.0,Daily Commuter
SES005366,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-02 10:43:00,2025-03-02 12:37:36,1.91,12.61,Hyundai Kona Electric,Sunday,10,True,14.5,178.31,Intercity Traveller
SES005367,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-31 13:56:00,2025-03-31 14:43:24,0.79,5.42,Mahindra XUV400,Monday,13,False,9.9,66.61,Daily Commuter
SES005368,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-01-21 17:46:00,2025-01-21 18:20:12,0.57,25.42,Tata Tigor EV,Tuesday,17,False,14.7,504.33,Daily Commuter
SES005369,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-01-03 01:23:00,2025-01-03 02:00:12,0.62,23.91,Tata Nexon EV,Friday,1,False,0.0,406.71,Intercity Traveller
SES005370,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-21 11:34:00,2025-03-21 13:27:24,1.89,13.19,Hyundai Kona Electric,Friday,11,False,16.1,152.74,Daily Commuter
SES005371,STA001,Bengaluru,DC CCS2 (50 kW),NTPC Vidyut,2025-01-23 09:03:00,2025-01-23 09:40:48,0.63,24.56,Mahindra XUV400,Thursday,9,False,16.1,497.59,Daily Commuter
SES005372,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-02-27 08:15:00,2025-02-27 08:39:00,0.4,19.26,Hyundai Kona Electric,Thursday,8,False,17.4,382.12,Fleet Driver
SES005373,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-09 10:45:00,2025-03-09 13:04:48,2.33,16.27,Ola S1 Pro,Sunday,10,True,6.1,209.72,Fleet Driver
SES005374,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-03-23 11:29:00,2025-03-23 12:11:36,0.71,29.82,Ather 450X,Sunday,11,True,6.9,591.63,Intercity Traveller
SES005375,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-02-25 19:09:00,2025-02-25 20:02:24,0.89,5.93,Kia EV6,Tuesday,19,False,21.3,69.03,Daily Commuter
SES005376,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-19 08:26:00,2025-03-19 10:37:24,2.19,15.7,Ather 450X,Wednesday,8,False,15.3,192.64,Daily Commuter
SES005377,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-02-24 17:53:00,2025-02-24 20:24:12,2.52,14.51,Ola S1 Pro,Monday,17,False,19.6,179.2,Daily Commuter
SES005378,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-27 20:16:00,2025-01-27 21:11:12,0.92,20.1,Ola S1 Pro,Monday,20,False,16.2,325.42,Daily Commuter
SES005379,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-03 12:27:00,2025-01-03 14:51:36,2.41,13.44,BMW iX,Friday,12,False,18.1,166.39,Intercity Traveller
SES005380,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-01-04 17:18:00,2025-01-04 17:59:24,0.69,30.5,Tata Tigor EV,Saturday,17,True,9.7,603.6,Intercity Traveller
SES005381,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-01-13 12:41:00,2025-01-13 14:05:00,1.4,8.68,Mahindra XUV400,Monday,12,False,9.5,109.02,Daily Commuter
SES005382,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-03-16 21:53:00,2025-03-16 23:11:00,1.3,8.68,Kia EV6,Sunday,21,True,10.1,95.91,Daily Commuter
SES005383,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-17 11:07:00,2025-01-17 13:53:48,2.78,17.01,Tata Tigor EV,Friday,11,False,14.1,240.52,Fleet Driver
SES005384,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-25 17:51:00,2025-03-25 20:16:12,2.42,17.6,BMW iX,Tuesday,17,False,11.1,217.89,Weekend User
SES005385,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-23 07:46:00,2025-02-23 08:53:12,1.12,6.51,MG ZS EV,Sunday,7,True,20.2,75.39,Daily Commuter
SES005386,STA008,Bengaluru,DC CCS2 (50 kW),Ather Grid,2025-01-21 19:23:00,2025-01-21 19:54:48,0.53,23.84,Ather 450X,Tuesday,19,False,24.0,465.6,Fleet Driver
SES005387,STA047,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-18 17:35:00,2025-01-18 18:44:36,1.16,7.47,Tata Tigor EV,Saturday,17,True,9.0,96.51,Intercity Traveller
SES005388,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-03-12 09:29:00,2025-03-12 11:45:48,2.28,14.56,Ola S1 Pro,Wednesday,9,False,23.5,182.29,Daily Commuter
SES005389,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-02-04 19:44:00,2025-02-04 20:33:48,0.83,15.08,Ola S1 Pro,Tuesday,19,False,18.3,208.86,Intercity Traveller
SES005390,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-02-21 09:21:00,2025-02-21 09:57:36,0.61,29.32,Ather 450X,Friday,9,False,13.7,542.71,Intercity Traveller
SES005391,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-01-06 19:05:00,2025-01-06 19:23:36,0.31,35.41,Tata Tigor EV,Monday,19,False,18.4,858.69,Fleet Driver
SES005392,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-02-11 11:43:00,2025-02-11 14:07:36,2.41,14.69,Hyundai Kona Electric,Tuesday,11,False,7.4,203.6,Intercity Traveller
SES005393,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-11 16:11:00,2025-03-11 18:13:24,2.04,12.89,Ather 450X,Tuesday,16,False,9.3,159.58,Daily Commuter
SES005394,STA001,Bengaluru,DC CCS2 (50 kW),NTPC Vidyut,2025-02-26 11:37:00,2025-02-26 12:14:48,0.63,28.44,Ather 450X,Wednesday,11,False,8.1,576.19,Daily Commuter
SES005395,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-02-15 19:34:00,2025-02-15 19:56:48,0.38,15.03,Kia EV6,Saturday,19,True,25.6,262.12,Daily Commuter
SES005396,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-03-17 14:53:00,2025-03-17 16:25:24,1.54,10.24,MG ZS EV,Monday,14,False,13.5,126.46,Fleet Driver
SES005397,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-09 19:08:00,2025-02-09 20:15:47,1.13,6.92,Ather 450X,Sunday,19,True,26.1,87.19,Daily Commuter
SES005398,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-31 12:44:00,2025-03-31 15:04:24,2.34,16.57,Tata Tigor EV,Monday,12,False,14.1,191.88,Intercity Traveller
SES005399,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-24 05:47:00,2025-01-24 07:10:24,1.39,8.19,BMW iX,Friday,5,False,8.9,103.36,Daily Commuter
SES005400,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-02-11 14:38:00,2025-02-11 15:12:48,0.58,11.38,MG ZS EV,Tuesday,14,False,7.1,164.55,Daily Commuter
SES005401,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-25 19:37:00,2025-01-25 21:20:12,1.72,9.6,Ather 450X,Saturday,19,True,16.1,121.15,Daily Commuter
SES005402,STA020,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-09 18:29:00,2025-02-09 19:29:00,1.0,6.72,Hyundai Kona Electric,Sunday,18,True,13.2,86.35,Daily Commuter
SES005403,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-02-02 11:55:00,2025-02-02 12:20:48,0.43,17.62,MG ZS EV,Sunday,11,True,11.6,316.98,Weekend User
SES005404,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-01-01 16:57:00,2025-01-01 18:34:48,1.63,11.23,Kia EV6,Wednesday,16,False,15.7,130.72,Intercity Traveller
SES005405,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-01-05 19:06:00,2025-01-05 19:48:36,0.71,26.85,Hyundai Kona Electric,Sunday,19,True,30.8,456.72,Daily Commuter
SES005406,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-01-27 09:45:00,2025-01-27 10:34:12,0.82,17.01,Mahindra XUV400,Monday,9,False,9.0,268.93,Daily Commuter
SES005407,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-03-07 09:29:00,2025-03-07 12:25:24,2.94,21.45,MG ZS EV,Friday,9,False,9.6,297.3,Daily Commuter
SES005408,STA024,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-03-06 18:56:00,2025-03-06 20:23:36,1.46,27.77,BMW iX,Thursday,18,False,14.3,411.0,Fleet Driver
SES005409,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-01 18:58:00,2025-01-01 20:11:12,1.22,8.37,Mahindra XUV400,Wednesday,18,False,13.1,103.37,Weekend User
SES005410,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-01-15 19:46:00,2025-01-15 22:29:48,2.73,15.97,BMW iX,Wednesday,19,False,15.4,185.89,Fleet Driver
SES005411,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-03-03 17:55:00,2025-03-03 18:48:24,0.89,5.38,Hyundai Kona Electric,Monday,17,False,8.2,62.62,Intercity Traveller
SES005412,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-03-23 21:21:00,2025-03-23 23:09:36,1.81,12.15,Tata Nexon EV,Sunday,21,True,17.3,134.26,Weekend User
SES005413,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-29 09:43:00,2025-01-29 12:22:36,2.66,15.89,Kia EV6,Wednesday,9,False,11.2,196.24,Weekend User
SES005414,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-03-28 12:53:00,2025-03-28 13:17:00,0.4,51.46,Tata Tigor EV,Friday,12,False,19.3,1256.65,Fleet Driver
SES005415,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-13 20:32:00,2025-03-13 21:32:36,1.01,6.94,MG ZS EV,Thursday,20,False,16.1,85.92,Intercity Traveller
SES005416,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-02-03 19:36:00,2025-02-03 19:54:36,0.31,42.47,Ather 450X,Monday,19,False,17.4,1031.6,Daily Commuter
SES005417,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-03-14 00:00:00,2025-03-14 00:16:12,0.27,32.23,BYD Atto 3,Friday,0,False,2.9,782.87,Intercity Traveller
SES005418,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-03-20 17:39:00,2025-03-20 19:21:36,1.71,10.23,Ola S1 Pro,Thursday,17,False,11.6,119.08,Fleet Driver
